Source	Target
HULK/DR. ROBERT BRUC	SCARLET WITCH/WANDA
HULK/DR. ROBERT BRUC	JUBILEE/JUBILATION L
HULK/DR. ROBERT BRUC	THING/BEN GRIMM
HULK/DR. ROBERT BRUC	INVISIBLE WOMAN/SUE
HULK/DR. ROBERT BRUC	LORD CHAOS
HULK/DR. ROBERT BRUC	INFINITY II
HULK/DR. ROBERT BRUC	PUNISHER II/FRANK CA
PUNISHER II/FRANK CA	CAPTAIN AMERICA
PUNISHER II/FRANK CA	THUNDERSTRIKE/ERIC K
PUNISHER II/FRANK CA	NOVA/RICHARD RIDER
PUNISHER II/FRANK CA	GALACTUS/GALAN
PUNISHER II/FRANK CA	WONDER MAN/SIMON WIL
PUNISHER II/FRANK CA	DEATHLOK III/MICHAEL
PUNISHER II/FRANK CA	OBLIVION
PUNISHER II/FRANK CA	WOLVERINE/LOGAN
PUNISHER II/FRANK CA	SHE-HULK/JENNIFER WA
PUNISHER II/FRANK CA	SILVER SURFER/NORRIN
PUNISHER II/FRANK CA	VISION
PUNISHER II/FRANK CA	PSYLOCKE/ELISABETH B
PUNISHER II/FRANK CA	MARVEL GIRL/JEAN GRE
PUNISHER II/FRANK CA	STORM/ORORO MUNROE S
PUNISHER II/FRANK CA	ETERNITY/ADAM QADMON
PUNISHER II/FRANK CA	KISMET/J'RIDIA STARD
PUNISHER II/FRANK CA	NIGHT THRASHER/DUANE
PUNISHER II/FRANK CA	IN-BETWEENER
PUNISHER II/FRANK CA	MR. FANTASTIC/REED RICHARDS
PUNISHER II/FRANK CA	ANGEL/WARREN KENNETH
PUNISHER II/FRANK CA	DEATH
PUNISHER II/FRANK CA	MASTER ORDER
PUNISHER II/FRANK CA	IRON MAN/TONY STARK
PUNISHER II/FRANK CA	BLACK PANTHER/T'CHAL
PUNISHER II/FRANK CA	SCARLET WITCH/WANDA
PUNISHER II/FRANK CA	JUBILEE/JUBILATION L
PUNISHER II/FRANK CA	THING/BEN GRIMM
PUNISHER II/FRANK CA	INVISIBLE WOMAN/SUE
PUNISHER II/FRANK CA	LORD CHAOS
PUNISHER II/FRANK CA	INFINITY II
INFINITY II	CAPTAIN AMERICA
INFINITY II	THUNDERSTRIKE/ERIC K
INFINITY II	NOVA/RICHARD RIDER
INFINITY II	GALACTUS/GALAN
INFINITY II	WONDER MAN/SIMON WIL
INFINITY II	DEATHLOK III/MICHAEL
INFINITY II	OBLIVION
INFINITY II	WOLVERINE/LOGAN
INFINITY II	SHE-HULK/JENNIFER WA
INFINITY II	SILVER SURFER/NORRIN
INFINITY II	VISION
INFINITY II	PSYLOCKE/ELISABETH B
INFINITY II	MARVEL GIRL/JEAN GRE
INFINITY II	STORM/ORORO MUNROE S
INFINITY II	ETERNITY/ADAM QADMON
INFINITY II	KISMET/J'RIDIA STARD
INFINITY II	NIGHT THRASHER/DUANE
INFINITY II	IN-BETWEENER
INFINITY II	MR. FANTASTIC/REED RICHARDS
INFINITY II	ANGEL/WARREN KENNETH
INFINITY II	DEATH
INFINITY II	MASTER ORDER
INFINITY II	IRON MAN/TONY STARK
INFINITY II	BLACK PANTHER/T'CHAL
INFINITY II	SCARLET WITCH/WANDA
INFINITY II	JUBILEE/JUBILATION L
INFINITY II	THING/BEN GRIMM
INFINITY II	INVISIBLE WOMAN/SUE
INFINITY II	LORD CHAOS
LORD CHAOS	CAPTAIN AMERICA
LORD CHAOS	THUNDERSTRIKE/ERIC K
LORD CHAOS	NOVA/RICHARD RIDER
LORD CHAOS	WONDER MAN/SIMON WIL
LORD CHAOS	DEATHLOK III/MICHAEL
LORD CHAOS	OBLIVION
LORD CHAOS	WOLVERINE/LOGAN
LORD CHAOS	SHE-HULK/JENNIFER WA
LORD CHAOS	VISION
LORD CHAOS	PSYLOCKE/ELISABETH B
LORD CHAOS	MARVEL GIRL/JEAN GRE
LORD CHAOS	STORM/ORORO MUNROE S
LORD CHAOS	ETERNITY/ADAM QADMON
LORD CHAOS	KISMET/J'RIDIA STARD
LORD CHAOS	NIGHT THRASHER/DUANE
LORD CHAOS	IN-BETWEENER
LORD CHAOS	MR. FANTASTIC/REED RICHARDS
LORD CHAOS	ANGEL/WARREN KENNETH
LORD CHAOS	DEATH
LORD CHAOS	MASTER ORDER
LORD CHAOS	BLACK PANTHER/T'CHAL
LORD CHAOS	JUBILEE/JUBILATION L
LORD CHAOS	THING/BEN GRIMM
LORD CHAOS	INVISIBLE WOMAN/SUE
INVISIBLE WOMAN/SUE	CAPTAIN AMERICA
INVISIBLE WOMAN/SUE	THUNDERSTRIKE/ERIC K
INVISIBLE WOMAN/SUE	NOVA/RICHARD RIDER
INVISIBLE WOMAN/SUE	GALACTUS/GALAN
INVISIBLE WOMAN/SUE	WONDER MAN/SIMON WIL
INVISIBLE WOMAN/SUE	DEATHLOK III/MICHAEL
INVISIBLE WOMAN/SUE	OBLIVION
INVISIBLE WOMAN/SUE	WOLVERINE/LOGAN
INVISIBLE WOMAN/SUE	SHE-HULK/JENNIFER WA
INVISIBLE WOMAN/SUE	SILVER SURFER/NORRIN
INVISIBLE WOMAN/SUE	VISION
INVISIBLE WOMAN/SUE	PSYLOCKE/ELISABETH B
INVISIBLE WOMAN/SUE	MARVEL GIRL/JEAN GRE
INVISIBLE WOMAN/SUE	STORM/ORORO MUNROE S
INVISIBLE WOMAN/SUE	ETERNITY/ADAM QADMON
INVISIBLE WOMAN/SUE	KISMET/J'RIDIA STARD
INVISIBLE WOMAN/SUE	NIGHT THRASHER/DUANE
INVISIBLE WOMAN/SUE	IN-BETWEENER
INVISIBLE WOMAN/SUE	MR. FANTASTIC/REED RICHARDS
INVISIBLE WOMAN/SUE	ANGEL/WARREN KENNETH
INVISIBLE WOMAN/SUE	DEATH
INVISIBLE WOMAN/SUE	MASTER ORDER
INVISIBLE WOMAN/SUE	IRON MAN/TONY STARK
INVISIBLE WOMAN/SUE	BLACK PANTHER/T'CHAL
INVISIBLE WOMAN/SUE	SCARLET WITCH/WANDA
INVISIBLE WOMAN/SUE	JUBILEE/JUBILATION L
INVISIBLE WOMAN/SUE	THING/BEN GRIMM
THING/BEN GRIMM	CAPTAIN AMERICA
THING/BEN GRIMM	THUNDERSTRIKE/ERIC K
THING/BEN GRIMM	NOVA/RICHARD RIDER
THING/BEN GRIMM	GALACTUS/GALAN
THING/BEN GRIMM	WONDER MAN/SIMON WIL
THING/BEN GRIMM	DEATHLOK III/MICHAEL
THING/BEN GRIMM	OBLIVION
THING/BEN GRIMM	WOLVERINE/LOGAN
THING/BEN GRIMM	SHE-HULK/JENNIFER WA
THING/BEN GRIMM	SILVER SURFER/NORRIN
THING/BEN GRIMM	VISION
THING/BEN GRIMM	PSYLOCKE/ELISABETH B
THING/BEN GRIMM	MARVEL GIRL/JEAN GRE
THING/BEN GRIMM	STORM/ORORO MUNROE S
THING/BEN GRIMM	ETERNITY/ADAM QADMON
THING/BEN GRIMM	KISMET/J'RIDIA STARD
THING/BEN GRIMM	NIGHT THRASHER/DUANE
THING/BEN GRIMM	IN-BETWEENER
THING/BEN GRIMM	MR. FANTASTIC/REED RICHARDS
THING/BEN GRIMM	ANGEL/WARREN KENNETH
THING/BEN GRIMM	DEATH
THING/BEN GRIMM	MASTER ORDER
THING/BEN GRIMM	IRON MAN/TONY STARK
THING/BEN GRIMM	BLACK PANTHER/T'CHAL
THING/BEN GRIMM	SCARLET WITCH/WANDA
THING/BEN GRIMM	JUBILEE/JUBILATION L
JUBILEE/JUBILATION L	CAPTAIN AMERICA
JUBILEE/JUBILATION L	THUNDERSTRIKE/ERIC K
JUBILEE/JUBILATION L	NOVA/RICHARD RIDER
JUBILEE/JUBILATION L	GALACTUS/GALAN
JUBILEE/JUBILATION L	WONDER MAN/SIMON WIL
JUBILEE/JUBILATION L	DEATHLOK III/MICHAEL
JUBILEE/JUBILATION L	OBLIVION
JUBILEE/JUBILATION L	WOLVERINE/LOGAN
JUBILEE/JUBILATION L	SHE-HULK/JENNIFER WA
JUBILEE/JUBILATION L	SILVER SURFER/NORRIN
JUBILEE/JUBILATION L	VISION
JUBILEE/JUBILATION L	PSYLOCKE/ELISABETH B
JUBILEE/JUBILATION L	MARVEL GIRL/JEAN GRE
JUBILEE/JUBILATION L	STORM/ORORO MUNROE S
JUBILEE/JUBILATION L	ETERNITY/ADAM QADMON
JUBILEE/JUBILATION L	KISMET/J'RIDIA STARD
JUBILEE/JUBILATION L	NIGHT THRASHER/DUANE
JUBILEE/JUBILATION L	IN-BETWEENER
JUBILEE/JUBILATION L	MR. FANTASTIC/REED RICHARDS
JUBILEE/JUBILATION L	ANGEL/WARREN KENNETH
JUBILEE/JUBILATION L	DEATH
JUBILEE/JUBILATION L	MASTER ORDER
JUBILEE/JUBILATION L	IRON MAN/TONY STARK
JUBILEE/JUBILATION L	BLACK PANTHER/T'CHAL
JUBILEE/JUBILATION L	SCARLET WITCH/WANDA
SCARLET WITCH/WANDA	CAPTAIN AMERICA
SCARLET WITCH/WANDA	THUNDERSTRIKE/ERIC K
SCARLET WITCH/WANDA	NOVA/RICHARD RIDER
SCARLET WITCH/WANDA	WONDER MAN/SIMON WIL
SCARLET WITCH/WANDA	DEATHLOK III/MICHAEL
SCARLET WITCH/WANDA	OBLIVION
SCARLET WITCH/WANDA	WOLVERINE/LOGAN
SCARLET WITCH/WANDA	SHE-HULK/JENNIFER WA
SCARLET WITCH/WANDA	VISION
SCARLET WITCH/WANDA	PSYLOCKE/ELISABETH B
SCARLET WITCH/WANDA	MARVEL GIRL/JEAN GRE
SCARLET WITCH/WANDA	STORM/ORORO MUNROE S
SCARLET WITCH/WANDA	ETERNITY/ADAM QADMON
SCARLET WITCH/WANDA	KISMET/J'RIDIA STARD
SCARLET WITCH/WANDA	NIGHT THRASHER/DUANE
SCARLET WITCH/WANDA	IN-BETWEENER
SCARLET WITCH/WANDA	MR. FANTASTIC/REED RICHARDS
SCARLET WITCH/WANDA	ANGEL/WARREN KENNETH
SCARLET WITCH/WANDA	DEATH
SCARLET WITCH/WANDA	MASTER ORDER
SCARLET WITCH/WANDA	BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL	CAPTAIN AMERICA
BLACK PANTHER/T'CHAL	THUNDERSTRIKE/ERIC K
BLACK PANTHER/T'CHAL	NOVA/RICHARD RIDER
BLACK PANTHER/T'CHAL	GALACTUS/GALAN
BLACK PANTHER/T'CHAL	WONDER MAN/SIMON WIL
BLACK PANTHER/T'CHAL	DEATHLOK III/MICHAEL
BLACK PANTHER/T'CHAL	OBLIVION
BLACK PANTHER/T'CHAL	WOLVERINE/LOGAN
BLACK PANTHER/T'CHAL	SHE-HULK/JENNIFER WA
BLACK PANTHER/T'CHAL	SILVER SURFER/NORRIN
BLACK PANTHER/T'CHAL	VISION
BLACK PANTHER/T'CHAL	PSYLOCKE/ELISABETH B
BLACK PANTHER/T'CHAL	MARVEL GIRL/JEAN GRE
BLACK PANTHER/T'CHAL	STORM/ORORO MUNROE S
BLACK PANTHER/T'CHAL	ETERNITY/ADAM QADMON
BLACK PANTHER/T'CHAL	KISMET/J'RIDIA STARD
BLACK PANTHER/T'CHAL	NIGHT THRASHER/DUANE
BLACK PANTHER/T'CHAL	IN-BETWEENER
BLACK PANTHER/T'CHAL	MR. FANTASTIC/REED RICHARDS
BLACK PANTHER/T'CHAL	ANGEL/WARREN KENNETH
BLACK PANTHER/T'CHAL	DEATH
BLACK PANTHER/T'CHAL	MASTER ORDER
BLACK PANTHER/T'CHAL	IRON MAN/TONY STARK
IRON MAN/TONY STARK	CAPTAIN AMERICA
IRON MAN/TONY STARK	THUNDERSTRIKE/ERIC K
IRON MAN/TONY STARK	NOVA/RICHARD RIDER
IRON MAN/TONY STARK	WONDER MAN/SIMON WIL
IRON MAN/TONY STARK	DEATHLOK III/MICHAEL
IRON MAN/TONY STARK	OBLIVION
IRON MAN/TONY STARK	WOLVERINE/LOGAN
IRON MAN/TONY STARK	SHE-HULK/JENNIFER WA
IRON MAN/TONY STARK	VISION
IRON MAN/TONY STARK	PSYLOCKE/ELISABETH B
IRON MAN/TONY STARK	MARVEL GIRL/JEAN GRE
IRON MAN/TONY STARK	STORM/ORORO MUNROE S
IRON MAN/TONY STARK	ETERNITY/ADAM QADMON
IRON MAN/TONY STARK	KISMET/J'RIDIA STARD
IRON MAN/TONY STARK	NIGHT THRASHER/DUANE
IRON MAN/TONY STARK	IN-BETWEENER
IRON MAN/TONY STARK	MR. FANTASTIC/REED RICHARDS
IRON MAN/TONY STARK	ANGEL/WARREN KENNETH
IRON MAN/TONY STARK	DEATH
IRON MAN/TONY STARK	MASTER ORDER
MASTER ORDER	CAPTAIN AMERICA
MASTER ORDER	THUNDERSTRIKE/ERIC K
MASTER ORDER	NOVA/RICHARD RIDER
MASTER ORDER	GALACTUS/GALAN
MASTER ORDER	WONDER MAN/SIMON WIL
MASTER ORDER	DEATHLOK III/MICHAEL
MASTER ORDER	OBLIVION
MASTER ORDER	WOLVERINE/LOGAN
MASTER ORDER	SHE-HULK/JENNIFER WA
MASTER ORDER	SILVER SURFER/NORRIN
MASTER ORDER	VISION
MASTER ORDER	PSYLOCKE/ELISABETH B
MASTER ORDER	MARVEL GIRL/JEAN GRE
MASTER ORDER	STORM/ORORO MUNROE S
MASTER ORDER	ETERNITY/ADAM QADMON
MASTER ORDER	KISMET/J'RIDIA STARD
MASTER ORDER	NIGHT THRASHER/DUANE
MASTER ORDER	IN-BETWEENER
MASTER ORDER	MR. FANTASTIC/REED RICHARDS
MASTER ORDER	ANGEL/WARREN KENNETH
MASTER ORDER	DEATH
DEATH	CAPTAIN AMERICA
DEATH	THUNDERSTRIKE/ERIC K
DEATH	NOVA/RICHARD RIDER
DEATH	GALACTUS/GALAN
DEATH	WONDER MAN/SIMON WIL
DEATH	DEATHLOK III/MICHAEL
DEATH	OBLIVION
DEATH	WOLVERINE/LOGAN
DEATH	SHE-HULK/JENNIFER WA
DEATH	SILVER SURFER/NORRIN
DEATH	VISION
DEATH	PSYLOCKE/ELISABETH B
DEATH	MARVEL GIRL/JEAN GRE
DEATH	STORM/ORORO MUNROE S
DEATH	ETERNITY/ADAM QADMON
DEATH	KISMET/J'RIDIA STARD
DEATH	NIGHT THRASHER/DUANE
DEATH	IN-BETWEENER
DEATH	MR. FANTASTIC/REED RICHARDS
DEATH	ANGEL/WARREN KENNETH
ANGEL/WARREN KENNETH	CAPTAIN AMERICA
ANGEL/WARREN KENNETH	THUNDERSTRIKE/ERIC K
ANGEL/WARREN KENNETH	NOVA/RICHARD RIDER
ANGEL/WARREN KENNETH	GALACTUS/GALAN
ANGEL/WARREN KENNETH	WONDER MAN/SIMON WIL
ANGEL/WARREN KENNETH	DEATHLOK III/MICHAEL
ANGEL/WARREN KENNETH	OBLIVION
ANGEL/WARREN KENNETH	WOLVERINE/LOGAN
ANGEL/WARREN KENNETH	SHE-HULK/JENNIFER WA
ANGEL/WARREN KENNETH	SILVER SURFER/NORRIN
ANGEL/WARREN KENNETH	VISION
ANGEL/WARREN KENNETH	PSYLOCKE/ELISABETH B
ANGEL/WARREN KENNETH	MARVEL GIRL/JEAN GRE
ANGEL/WARREN KENNETH	STORM/ORORO MUNROE S
ANGEL/WARREN KENNETH	ETERNITY/ADAM QADMON
ANGEL/WARREN KENNETH	KISMET/J'RIDIA STARD
ANGEL/WARREN KENNETH	NIGHT THRASHER/DUANE
ANGEL/WARREN KENNETH	IN-BETWEENER
ANGEL/WARREN KENNETH	MR. FANTASTIC/REED RICHARDS
MR. FANTASTIC/REED RICHARDS	CAPTAIN AMERICA
MR. FANTASTIC/REED RICHARDS	THUNDERSTRIKE/ERIC K
MR. FANTASTIC/REED RICHARDS	NOVA/RICHARD RIDER
MR. FANTASTIC/REED RICHARDS	GALACTUS/GALAN
MR. FANTASTIC/REED RICHARDS	WONDER MAN/SIMON WIL
MR. FANTASTIC/REED RICHARDS	DEATHLOK III/MICHAEL
MR. FANTASTIC/REED RICHARDS	OBLIVION
MR. FANTASTIC/REED RICHARDS	WOLVERINE/LOGAN
MR. FANTASTIC/REED RICHARDS	SHE-HULK/JENNIFER WA
MR. FANTASTIC/REED RICHARDS	SILVER SURFER/NORRIN
MR. FANTASTIC/REED RICHARDS	VISION
MR. FANTASTIC/REED RICHARDS	PSYLOCKE/ELISABETH B
MR. FANTASTIC/REED RICHARDS	MARVEL GIRL/JEAN GRE
MR. FANTASTIC/REED RICHARDS	STORM/ORORO MUNROE S
MR. FANTASTIC/REED RICHARDS	ETERNITY/ADAM QADMON
MR. FANTASTIC/REED RICHARDS	KISMET/J'RIDIA STARD
MR. FANTASTIC/REED RICHARDS	NIGHT THRASHER/DUANE
MR. FANTASTIC/REED RICHARDS	IN-BETWEENER
IN-BETWEENER	CAPTAIN AMERICA
IN-BETWEENER	THUNDERSTRIKE/ERIC K
IN-BETWEENER	NOVA/RICHARD RIDER
IN-BETWEENER	GALACTUS/GALAN
IN-BETWEENER	WONDER MAN/SIMON WIL
IN-BETWEENER	DEATHLOK III/MICHAEL
IN-BETWEENER	OBLIVION
IN-BETWEENER	WOLVERINE/LOGAN
IN-BETWEENER	SHE-HULK/JENNIFER WA
IN-BETWEENER	SILVER SURFER/NORRIN
IN-BETWEENER	VISION
IN-BETWEENER	PSYLOCKE/ELISABETH B
IN-BETWEENER	MARVEL GIRL/JEAN GRE
IN-BETWEENER	STORM/ORORO MUNROE S
IN-BETWEENER	ETERNITY/ADAM QADMON
IN-BETWEENER	KISMET/J'RIDIA STARD
IN-BETWEENER	NIGHT THRASHER/DUANE
NIGHT THRASHER/DUANE	CAPTAIN AMERICA
NIGHT THRASHER/DUANE	THUNDERSTRIKE/ERIC K
NIGHT THRASHER/DUANE	GALACTUS/GALAN
NIGHT THRASHER/DUANE	WONDER MAN/SIMON WIL
NIGHT THRASHER/DUANE	DEATHLOK III/MICHAEL
NIGHT THRASHER/DUANE	OBLIVION
NIGHT THRASHER/DUANE	WOLVERINE/LOGAN
NIGHT THRASHER/DUANE	SHE-HULK/JENNIFER WA
NIGHT THRASHER/DUANE	SILVER SURFER/NORRIN
NIGHT THRASHER/DUANE	VISION
NIGHT THRASHER/DUANE	PSYLOCKE/ELISABETH B
NIGHT THRASHER/DUANE	MARVEL GIRL/JEAN GRE
NIGHT THRASHER/DUANE	STORM/ORORO MUNROE S
NIGHT THRASHER/DUANE	ETERNITY/ADAM QADMON
NIGHT THRASHER/DUANE	KISMET/J'RIDIA STARD
KISMET/J'RIDIA STARD	CAPTAIN AMERICA
KISMET/J'RIDIA STARD	THUNDERSTRIKE/ERIC K
KISMET/J'RIDIA STARD	NOVA/RICHARD RIDER
KISMET/J'RIDIA STARD	GALACTUS/GALAN
KISMET/J'RIDIA STARD	WONDER MAN/SIMON WIL
KISMET/J'RIDIA STARD	DEATHLOK III/MICHAEL
KISMET/J'RIDIA STARD	OBLIVION
KISMET/J'RIDIA STARD	WOLVERINE/LOGAN
KISMET/J'RIDIA STARD	SHE-HULK/JENNIFER WA
KISMET/J'RIDIA STARD	SILVER SURFER/NORRIN
KISMET/J'RIDIA STARD	VISION
KISMET/J'RIDIA STARD	PSYLOCKE/ELISABETH B
KISMET/J'RIDIA STARD	MARVEL GIRL/JEAN GRE
KISMET/J'RIDIA STARD	STORM/ORORO MUNROE S
KISMET/J'RIDIA STARD	ETERNITY/ADAM QADMON
ETERNITY/ADAM QADMON	CAPTAIN AMERICA
ETERNITY/ADAM QADMON	THUNDERSTRIKE/ERIC K
ETERNITY/ADAM QADMON	NOVA/RICHARD RIDER
ETERNITY/ADAM QADMON	GALACTUS/GALAN
ETERNITY/ADAM QADMON	WONDER MAN/SIMON WIL
ETERNITY/ADAM QADMON	DEATHLOK III/MICHAEL
ETERNITY/ADAM QADMON	OBLIVION
ETERNITY/ADAM QADMON	WOLVERINE/LOGAN
ETERNITY/ADAM QADMON	SHE-HULK/JENNIFER WA
ETERNITY/ADAM QADMON	SILVER SURFER/NORRIN
ETERNITY/ADAM QADMON	VISION
ETERNITY/ADAM QADMON	PSYLOCKE/ELISABETH B
ETERNITY/ADAM QADMON	MARVEL GIRL/JEAN GRE
ETERNITY/ADAM QADMON	STORM/ORORO MUNROE S
STORM/ORORO MUNROE S	CAPTAIN AMERICA
STORM/ORORO MUNROE S	THUNDERSTRIKE/ERIC K
STORM/ORORO MUNROE S	NOVA/RICHARD RIDER
STORM/ORORO MUNROE S	GALACTUS/GALAN
STORM/ORORO MUNROE S	WONDER MAN/SIMON WIL
STORM/ORORO MUNROE S	DEATHLOK III/MICHAEL
STORM/ORORO MUNROE S	OBLIVION
STORM/ORORO MUNROE S	WOLVERINE/LOGAN
STORM/ORORO MUNROE S	SHE-HULK/JENNIFER WA
STORM/ORORO MUNROE S	SILVER SURFER/NORRIN
STORM/ORORO MUNROE S	VISION
STORM/ORORO MUNROE S	PSYLOCKE/ELISABETH B
STORM/ORORO MUNROE S	MARVEL GIRL/JEAN GRE
MARVEL GIRL/JEAN GRE	CAPTAIN AMERICA
MARVEL GIRL/JEAN GRE	THUNDERSTRIKE/ERIC K
MARVEL GIRL/JEAN GRE	NOVA/RICHARD RIDER
MARVEL GIRL/JEAN GRE	GALACTUS/GALAN
MARVEL GIRL/JEAN GRE	WONDER MAN/SIMON WIL
MARVEL GIRL/JEAN GRE	DEATHLOK III/MICHAEL
MARVEL GIRL/JEAN GRE	OBLIVION
MARVEL GIRL/JEAN GRE	WOLVERINE/LOGAN
MARVEL GIRL/JEAN GRE	SHE-HULK/JENNIFER WA
MARVEL GIRL/JEAN GRE	SILVER SURFER/NORRIN
MARVEL GIRL/JEAN GRE	VISION
MARVEL GIRL/JEAN GRE	PSYLOCKE/ELISABETH B
PSYLOCKE/ELISABETH B	CAPTAIN AMERICA
PSYLOCKE/ELISABETH B	THUNDERSTRIKE/ERIC K
PSYLOCKE/ELISABETH B	NOVA/RICHARD RIDER
PSYLOCKE/ELISABETH B	GALACTUS/GALAN
PSYLOCKE/ELISABETH B	WONDER MAN/SIMON WIL
PSYLOCKE/ELISABETH B	DEATHLOK III/MICHAEL
PSYLOCKE/ELISABETH B	OBLIVION
PSYLOCKE/ELISABETH B	WOLVERINE/LOGAN
PSYLOCKE/ELISABETH B	SHE-HULK/JENNIFER WA
PSYLOCKE/ELISABETH B	SILVER SURFER/NORRIN
PSYLOCKE/ELISABETH B	VISION
VISION	CAPTAIN AMERICA
VISION	THUNDERSTRIKE/ERIC K
VISION	NOVA/RICHARD RIDER
VISION	GALACTUS/GALAN
VISION	WONDER MAN/SIMON WIL
VISION	DEATHLOK III/MICHAEL
VISION	OBLIVION
VISION	WOLVERINE/LOGAN
VISION	SHE-HULK/JENNIFER WA
VISION	SILVER SURFER/NORRIN
SILVER SURFER/NORRIN	CAPTAIN AMERICA
SILVER SURFER/NORRIN	THUNDERSTRIKE/ERIC K
SILVER SURFER/NORRIN	NOVA/RICHARD RIDER
SILVER SURFER/NORRIN	WONDER MAN/SIMON WIL
SILVER SURFER/NORRIN	DEATHLOK III/MICHAEL
SILVER SURFER/NORRIN	OBLIVION
SILVER SURFER/NORRIN	WOLVERINE/LOGAN
SILVER SURFER/NORRIN	SHE-HULK/JENNIFER WA
SHE-HULK/JENNIFER WA	CAPTAIN AMERICA
SHE-HULK/JENNIFER WA	THUNDERSTRIKE/ERIC K
SHE-HULK/JENNIFER WA	NOVA/RICHARD RIDER
SHE-HULK/JENNIFER WA	GALACTUS/GALAN
SHE-HULK/JENNIFER WA	WONDER MAN/SIMON WIL
SHE-HULK/JENNIFER WA	DEATHLOK III/MICHAEL
SHE-HULK/JENNIFER WA	OBLIVION
SHE-HULK/JENNIFER WA	WOLVERINE/LOGAN
WOLVERINE/LOGAN	CAPTAIN AMERICA
WOLVERINE/LOGAN	THUNDERSTRIKE/ERIC K
WOLVERINE/LOGAN	NOVA/RICHARD RIDER
WOLVERINE/LOGAN	GALACTUS/GALAN
WOLVERINE/LOGAN	WONDER MAN/SIMON WIL
WOLVERINE/LOGAN	DEATHLOK III/MICHAEL
WOLVERINE/LOGAN	OBLIVION
OBLIVION	CAPTAIN AMERICA
OBLIVION	THUNDERSTRIKE/ERIC K
OBLIVION	NOVA/RICHARD RIDER
OBLIVION	GALACTUS/GALAN
OBLIVION	WONDER MAN/SIMON WIL
OBLIVION	DEATHLOK III/MICHAEL
DEATHLOK III/MICHAEL	CAPTAIN AMERICA
DEATHLOK III/MICHAEL	THUNDERSTRIKE/ERIC K
DEATHLOK III/MICHAEL	NOVA/RICHARD RIDER
DEATHLOK III/MICHAEL	GALACTUS/GALAN
DEATHLOK III/MICHAEL	WONDER MAN/SIMON WIL
WONDER MAN/SIMON WIL	CAPTAIN AMERICA
WONDER MAN/SIMON WIL	THUNDERSTRIKE/ERIC K
WONDER MAN/SIMON WIL	NOVA/RICHARD RIDER
WONDER MAN/SIMON WIL	GALACTUS/GALAN
GALACTUS/GALAN	CAPTAIN AMERICA
GALACTUS/GALAN	THUNDERSTRIKE/ERIC K
GALACTUS/GALAN	NOVA/RICHARD RIDER
NOVA/RICHARD RIDER	CAPTAIN AMERICA
NOVA/RICHARD RIDER	THUNDERSTRIKE/ERIC K
THUNDERSTRIKE/ERIC K	CAPTAIN AMERICA
LIVING LASER/ARTHUR	IRON MAN IV/JAMES R.
LIVING LASER/ARTHUR	ERWIN, CLYTEMNESTRA
LIVING LASER/ARTHUR	CABE, BETHANY
LIVING LASER/ARTHUR	IRON MAN/TONY STARK
IRON MAN/TONY STARK	CABE, BETHANY
CABE, BETHANY	IRON MAN IV/JAMES R.
CABE, BETHANY	ERWIN, CLYTEMNESTRA
SPYMASTER/JAKE JORDA	HOGAN, VIRGINIA PEPP
SPYMASTER/JAKE JORDA	IRON MAN/TONY STARK
SPYMASTER/JAKE JORDA	IRON MAN IV/JAMES R.
SPYMASTER/JAKE JORDA	HOGAN, HAROLD J. HAP
HOGAN, HAROLD J. HAP	HOGAN, VIRGINIA PEPP
HOGAN, HAROLD J. HAP	IRON MAN/TONY STARK
HOGAN, HAROLD J. HAP	IRON MAN IV/JAMES R.
IRON MAN IV/JAMES R.	HOGAN, VIRGINIA PEPP
IRON MAN/TONY STARK	HOGAN, VIRGINIA PEPP
BATROC/GEORGES BATRO	CAPTAIN AMERICA
BATROC/GEORGES BATRO	CARTER, SHARON
CARTER, SHARON	CAPTAIN AMERICA
KARNILLA [ASGARDIAN]	HEIMDALL [ASGARDIAN]
KARNILLA [ASGARDIAN]	ENCHANTRESS/AMORA/HE
KARNILLA [ASGARDIAN]	LOKI [ASGARDIAN]
KARNILLA [ASGARDIAN]	NIGHTMARE/EDVARD HAB
NIGHTMARE/EDVARD HAB	HEIMDALL [ASGARDIAN]
NIGHTMARE/EDVARD HAB	ENCHANTRESS/AMORA/HE
NIGHTMARE/EDVARD HAB	LOKI [ASGARDIAN]
LOKI [ASGARDIAN]	HEIMDALL [ASGARDIAN]
LOKI [ASGARDIAN]	ENCHANTRESS/AMORA/HE
ENCHANTRESS/AMORA/HE	HEIMDALL [ASGARDIAN]
ZANIAC/BRAD WOLFE	THOR/DR. DONALD BLAK
SONIC	CHAIN
SONIC	SPIDER-WOMAN II/JULI
SONIC	CARPENTER, RACHEL
SONIC	IRON MAN/TONY STARK
SONIC	IRON MAN IV/JAMES R.
SONIC	GRASP
SONIC	CLEMSON, MIKE
SONIC	HAWK
SONIC	COOPER, DR. VALERIE
SONIC	CARPENTER, LARRY
CARPENTER, LARRY	CHAIN
CARPENTER, LARRY	SPIDER-WOMAN II/JULI
CARPENTER, LARRY	CARPENTER, RACHEL
CARPENTER, LARRY	IRON MAN/TONY STARK
CARPENTER, LARRY	IRON MAN IV/JAMES R.
CARPENTER, LARRY	GRASP
CARPENTER, LARRY	CLEMSON, MIKE
CARPENTER, LARRY	HAWK
